CES-ID,MSW05_Binomial,TreeTipNamePartial,UphamTreeName.full,Suborder,White,White-tips,Black-tips,Contrasting,Tufts,Naked,Fluffy,Tail_length,Prehen-Bin,Fatty,Autotomy,Mean_Annual_Temp ,Noc,Di,Crep,SocialGrpSize,Litter_size,Hib,A,F,Q,T,shade_score,Openness-Score,Mass,PrecipVar,SnakeThreat,OwlThreat,RaptorThreatNonOwl
15627,Mylomys rex,Mylomys_rex,Mylomys_rex_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,82.55,0,0,0,21.84721093,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,0.1,281.7,44.4707608,26.5,7.833333333,37.83333333
15628,Myomyscus angolensis,Myomyscus_angolensis,Myomyscus_angolensis_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,97.88,0,0,0,20.58420682,1,0,0,NA,NA,NA,0,0,0,1,0.2,0.6,48.3,94.11968494,33.53731343,6.119402985,23.05970149
15629,Myomyscus brockmani,Myomyscus_brockmani,Myomyscus_brockmani_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,133.03,0,0,0,23.67300619,1,0,0,NA,6.5,NA,0,0,0,1,0.15,0.7,29.5,77.23729903,39.07453416,7.257763975,29.72360248
15630,Myomyscus verreauxii,Myomyscus_verreauxii,Myomyscus_verreauxii_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,136.95,0,0,0,16.6955934,1,0,0,NA,NA,NA,0,0,0,1,0.4,0.6,41,39.71398142,12.875,2.7,13.25
15631,Myomyscus yemeni,Myomyscus_yemeni,Myomyscus_yemeni_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,167.72,0,0,0,23.57204529,1,1,1,NA,5,0,0,0,0,1,0.4,0.5,64.8,64.1281472,9.243243243,1.108108108,5.486486486
15688,Myotomys sloggetti,Otomys_sloggetti,Otomys_sloggetti_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,49.81,0,0,0,14.844,1,1,1,3,1.44,0,0,1,0,1,0.167,0.6,106.3,65.52105448,27.48648649,6.081081081,20.48648649
15693,Myotomys unisulcatus,Otomys_unisulcatus,Otomys_unisulcatus_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,53.65,0,0,0,15.841,1,1,1,2,1.42,0,0,0,0,1,0.4,0.55,124.5,51.967927,15.39,3.44,15.21
15632,Nesokia bunnii,Nesokia_bunnii,Nesokia_bunnii_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,96.94,0,0,0,24.36170627,1,0,0,NA,NA,NA,0,0,1,1,0.2,0.254545455,520,93.4232397,13,1.947368421,5.842105263
15633,Nesokia indica,Nesokia_indica,Nesokia_indica_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,67.89,0,0,0,17.19639232,1,0,0,1,4.18,0,0,1,0,1,0.313,0.675,370,90.48269131,13.58649289,3.476303318,8.248815166
15634,Nesoromys ceramicus,Nesoromys_ceramicus,Nesoromys_ceramicus_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,105.14,0,0,0,18.70107759,1,0,0,NA,NA,NA,0,0,0,1,1,0.1,65.5,47.8566598,5.75,1,4
15635,Nilopegamys plumbeus,Nilopegamys_plumbeus,Nilopegamys_plumbeus_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,121.62,0,0,0,NA,1,0,0,NA,NA,NA,0,0,1,1,0.2,0.2,76,NA,0,0,0
15636,Niviventer andersoni,Niviventer_andersoni,Niviventer_andersoni_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,133.05,0,0,0,10.97711524,1,0,0,NA,NA,NA,1,0,0,0,0.6,0.2,147,83.43609519,36.43055556,8.25,11.70833333
15637,Niviventer brahma,Niviventer_brahma,Niviventer_brahma_MURIDAE_RODENTIA,Myomorpha,0,0,0,1,0,0,0,151.03,0,0,0,13.10802386,1,0,0,NA,NA,NA,1,1,0,1,0.636,0.190909091,97.3,85.54940912,48.71428571,9.619047619,14.80952381
15639,Niviventer cameroni,Niviventer_cameroni,Niviventer_cameroni_MURIDAE_RODENTIA,Myomorpha,0,1,0,1,0,1,0,158.33,0,0,0,22.16227374,1,0,0,NA,NA,NA,0,0,0,1,1,0.1,86.8,38.2214607,66,6.916666667,11.91666667
15640,Niviventer confucianus,Niviventer_confucianus,Niviventer_confucianus_MURIDAE_RODENTIA,Myomorpha,1,0,0,0,1,0,1,160.21,0,0,0,13.07113467,1,0,0,NA,3.7,0,0,0,0,1,0.567,0.355555556,65,82.5386631,26.50670641,6.913561848,9.639344262
15641,Niviventer coninga,Niviventer_coninga,Niviventer_coninga_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,126.38,0,0,0,20.97967864,1,0,0,1,2.37,0,1,0,0,1,0.5,0.4,82.3,68.54767896,11.47368421,2.157894737,4.789473684
15642,Niviventer cremoriventer,Niviventer_cremoriventer,Niviventer_cremoriventer_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,1,0,1,136.09,0,0,0,26.1305833,1,0,0,NA,3.7,NA,1,0,0,0,0.933,0.1,69.7,33.5357216,41.9201278,3.571884984,7.265175719
15643,Niviventer culturatus,Niviventer_culturatus,Niviventer_culturatus_MURIDAE_RODENTIA,Myomorpha,0,1,0,1,0,0,0,132.14,0,0,0,11.54973399,1,0,0,NA,3,0,0,0,0,1,0.6,0.2,88.9,76.75865342,19.44444444,3.555555556,8
15644,Niviventer eha,Niviventer_eha,Niviventer_eha_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,1,0,1,148.76,0,0,0,6.993658897,1,0,0,NA,4.86,NA,0,0,0,1,0.6,0.2,53.6,89.99525145,35.08653846,8.423076923,15.08653846
15645,Niviventer excelsior,Niviventer_excelsior,Niviventer_excelsior_MURIDAE_RODENTIA,Myomorpha,0,1,0,1,1,0,1,133.44,0,0,0,7.509169849,1,0,0,NA,NA,NA,1,0,0,0,1,0.1,102,84.57509421,34.640625,8.1875,12.078125
15646,Niviventer fraternus,Niviventer_fraternus,Niviventer_fraternus_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,142.59,0,0,0,21.30855313,1,0,0,NA,NA,NA,1,0,0,1,1,0.1,86.8,29.37303742,40.01666667,4.166666667,7.916666667
15647,Niviventer fulvescens,Niviventer_fulvescens,Niviventer_fulvescens_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,125.74,0,0,0,20.08939503,1,0,0,NA,4.41,NA,0,0,0,1,0.689,0.228571429,82.5,76.31140448,35.75081967,7.439344262,12.00546448
15648,Niviventer hinpoon,Niviventer_hinpoon,Niviventer_hinpoon_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,100,0,0,0,25.17110599,1,0,0,NA,NA,NA,0,0,0,1,0.7,0.3,61,81.61255093,51.5,9.25,14.25
15216,Niviventer langbianis,Chiromyscus_langbianis,Chiromyscus_langbianis_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,121.72,0,0,0,22.91474279,1,0,0,NA,NA,NA,1,0,0,0,0.95,0.1,NA,NA,NA,NA,NA
15650,Niviventer lepturus,Niviventer_lepturus,Niviventer_lepturus_MURIDAE_RODENTIA,Myomorpha,0,1,0,1,0,1,0,131.85,0,0,0,19.01171971,1,0,0,NA,NA,NA,0,0,0,1,1,0.1,84.8,48.902987,28.53333333,2.933333333,6.466666667
15653,Niviventer niviventer,Niviventer_niviventer,Niviventer_niviventer_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,144.71,0,0,0,18.71410567,1,0,0,NA,NA,NA,0,1,0,1,0.833,0.133333333,100,98.98525259,38.92079208,9.801980198,18.02970297
15654,Niviventer rapit,Niviventer_rapit,Niviventer_rapit_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,1,1,1,197,0,0,0,24.75611036,1,0,0,NA,NA,NA,1,0,0,0,0.8,0.3,86.8,20.76734737,74.25352113,5.281690141,11.56338028
15655,Niviventer tenaster,Niviventer_tenaster,Niviventer_tenaster_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,132.26,0,0,0,22.05617223,1,0,0,NA,NA,NA,0,0,0,1,1,0.1,103,90.97997903,38.6013986,8.923076923,13.63636364
15656,Notomys alexis,Notomys_alexis,Notomys_alexis_MURIDAE_RODENTIA,Myomorpha,0,0,1,1,1,0,1,129.27,0,0,0,22.80189305,1,0,0,3,4.01,0,0,0,0,1,0.2,0.7,35,63.62162332,15.76210526,1.987368421,10.76210526
15658,Notomys aquilo,Notomys_aquilo,Notomys_aquilo_MURIDAE_RODENTIA,Myomorpha,0,0,1,1,1,0,1,161.5,0,0,0,26.69371858,1,0,0,NA,3,0,0,0,0,1,0.433,0.466666667,39,108.517198,20,2.25,8.75
15659,Notomys cervinus,Notomys_cervinus,Notomys_cervinus_MURIDAE_RODENTIA,Myomorpha,0,0,1,1,1,0,1,123.26,0,0,0,23.81945505,1,0,0,2,2.95,0,0,0,0,1,0,0.9,35,58.69236735,16.57142857,2.035714286,14.60714286
15660,Notomys fuscus,Notomys_fuscus,Notomys_fuscus_MURIDAE_RODENTIA,Myomorpha,0,0,1,1,1,0,1,141.36,0,0,0,22.36424993,1,0,0,2,3.07,0,0,0,0,1,0.2,0.7,35,42.23656711,15.38461538,2.179487179,14.53846154
15663,Notomys mitchellii,Notomys_mitchellii,Notomys_mitchellii_MURIDAE_RODENTIA,Myomorpha,0,0,1,1,1,0,1,131.11,0,0,0,17.75788238,1,0,0,3,3.28,0,0,0,0,1,0.3,0.58,52,33.64891996,13.48901099,2.104395604,8.516483516
15666,Oenomys hypoxanthus,Oenomys_hypoxanthus,Oenomys_hypoxanthus_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,109.35,0,0,0,23.77235004,1,1,1,NA,2.81,0,0,0,0,1,0.281,0.582608696,90,60.37858318,54.24440895,6.49201278,20.90095847
15667,Oenomys ornatus,Oenomys_ornatus,Oenomys_ornatus_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,130.66,0,0,0,25.5314042,1,1,1,NA,NA,NA,0,0,0,1,0.394,0.603571429,85.5,67.30561887,58.96078431,6.705882353,21.82352941
15668,Otomys anchietae,Otomys_anchietae,Otomys_anchietae_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,51.69,0,0,0,20.12062177,1,1,1,NA,NA,NA,0,0,0,1,0.2,0.6,206.5,88.46112424,40.6,7.142857143,27.88571429
15669,Otomys angoniensis,Otomys_angoniensis,Otomys_angoniensis_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,44.3,0,0,0,18.99040762,1,0,1,1,2.86,0,0,0,0,1,0.233,0.48,121.9,86.23489328,36.34042553,7.734042553,29.31914894
15671,Otomys barbouri,Otomys_barbouri,Otomys_barbouri_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,45.67,0,0,0,8.785367383,1,1,1,1,1,0,0,0,0,1,0.35,0.65,107.4,44.99636072,45.5,9,38
15672,Otomys burtoni,Otomys_burtoni,Otomys_burtoni_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,50.96,0,0,0,16.2558905,1,1,1,NA,NA,NA,NA,NA,NA,NA,0.1,0.8,90,66.06011429,23.75,3.5,9.75
15674,Otomys cuanzensis,Otomys_cuanzensis,Otomys_cuanzensis_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,57.73,0,0,0,20.88004358,1,1,1,NA,NA,NA,0,0,0,1,0.15,0.5,90.2,86.81572426,40.4,7.114285714,24.45714286
15675,Otomys dartmouthi,Otomys_dartmouthi,Otomys_dartmouthi_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,62,0,0,0,11.43088416,1,1,1,NA,NA,NA,NA,NA,NA,NA,0.1,0.8,NA,NA,NA,NA,NA
15676,Otomys denti,Otomys_denti,Otomys_denti_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,59.21,0,0,0,18.90802906,1,1,1,NA,1.59,NA,0,0,0,1,0.567,0.466666667,120,47.10284525,57.67647059,8.294117647,30.29411765
15680,Otomys irroratus,Otomys_irroratus,Otomys_irroratus_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,62.19,0,0,0,16.8035791,1,1,1,1,1.65,0,0,0,0,1,0.233,0.6,118,65.59078883,27.8807947,5.867549669,21.47682119
15683,Otomys lacustris,Otomys_lacustris,Otomys_lacustris_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,59.12,0,0,0,18.73479229,1,1,1,NA,NA,NA,0,0,0,1,0.15,0.5,92.6,102.6263761,32.84,8.08,38.8
15684,Otomys laminatus,Otomys_laminatus,Otomys_laminatus_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,57.14,0,0,0,17.48818155,1,1,1,NA,NA,NA,0,0,0,1,0.15,0.5,145,64.41202986,25.96428571,5.392857143,18.64285714
15685,Otomys occidentalis,Otomys_occidentalis,Otomys_occidentalis_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,53.61,0,0,0,22.89242147,1,1,1,NA,NA,NA,0,0,0,1,0.1,0.8,72.8,79.48549298,74.09090909,8.818181818,24.45454545
15691,Otomys tropicalis,Otomys_tropicalis,Otomys_tropicalis_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,46.67,0,0,0,19.89,1,1,1,NA,1.29,0,0,0,0,1,0.225,0.65,108.8,51.39074945,53.82666667,8.573333333,32.18666667
15692,Otomys typus,Otomys_typus,Otomys_typus_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,50.75,0,0,0,19.38601629,1,1,1,NA,1.7,0,0,0,0,1,0.35,0.65,133.4,84.43534474,24.85858586,7.787878788,35.91919192
15697,Pachyuromys duprasi,Pachyuromys_duprasi,Pachyuromys_duprasi_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,63.41,0,1,0,19.11858562,1,0,0,NA,3.49,0,0,1,0,1,0.2,0.766666667,47.5,59.0274191,7.46223565,1.951661631,3.432024169
15698,Palawanomys furvus,Palawanomys_furvus,Palawanomys_furvus_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,106.14,0,0,0,24.71743189,1,0,0,NA,NA,NA,0,0,0,1,1,0.1,102.5,54.91948293,0.5,0,0
15699,Papagomys armandvillei,Papagomys_armandvillei,Papagomys_armandvillei_MURIDAE_RODENTIA,Myomorpha,0,1,0,1,0,0,0,88.03,0,0,0,24.88682835,1,0,0,NA,NA,NA,0,0,0,1,0.95,0.1,1048.1,79.28193187,0.3125,0,0
15700,Parahydromys asper,Parahydromys_asper,Parahydromys_asper_MURIDAE_RODENTIA,Myomorpha,0,1,0,1,0,1,0,115.68,0,0,0,18.71791841,1,0,0,NA,2,NA,0,0,0,1,0.575,0.3,540,22.17967584,9.218390805,2.183908046,7.08045977
15701,Paraleptomys rufilatus,Paraleptomys_rufilatus,Paraleptomys_rufilatus_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,107.91,0,0,0,22.52158042,1,1,1,NA,NA,NA,0,0,0,1,1,0.1,55,25.30357176,11.44444444,2.111111111,8.777777778
15702,Paraleptomys wilhelmina,Paraleptomys_wilhelmina,Paraleptomys_wilhelmina_MURIDAE_RODENTIA,Myomorpha,0,1,0,1,0,1,0,112.55,0,0,0,15.74743124,1,1,1,NA,NA,NA,0,0,0,1,0.95,0.1,33,14.50380355,9.846153846,1.846153846,8.153846154
15703,Paramelomys gressitti,Paramelomys_gressitti,Paramelomys_gressitti_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,99,0,0,0,19.68959888,1,0,0,NA,NA,NA,0,0,0,1,1,0.1,110.2,24.27756912,12,2.888888889,8.444444444
15704,Paramelomys levipes,Paramelomys_levipes,Paramelomys_levipes_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,88.11,0,0,0,25.14300365,1,0,0,NA,1.52,NA,0,0,0,1,0.85,0.1,86.7,24.91738584,10.1875,2.375,7
15705,Paramelomys lorentzii,Paramelomys_lorentzii,Paramelomys_lorentzii_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,71.82,0,0,0,26.45410536,1,0,0,NA,1.07,NA,0,0,0,1,0.667,0.266666667,150,29.26230304,9.716981132,2.132075472,7.150943396
15706,Paramelomys mollis,Paramelomys_mollis,Paramelomys_mollis_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,89.74,0,0,0,19.23250894,1,0,0,NA,1.69,NA,0,0,0,1,0.7,0.45,90.1,21.42366376,9.365853659,2.243902439,7.353658537
15707,Paramelomys moncktoni,Paramelomys_moncktoni,Paramelomys_moncktoni_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,85.25,0,0,0,25.14926044,1,0,0,NA,2.15,NA,0,0,0,1,0.7,0.45,95.4,28.84263002,6.42,1.86,5.22
15708,Paramelomys naso,Paramelomys_naso,Paramelomys_naso_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,75.64,0,0,0,26.18024944,1,0,0,NA,NA,NA,0,0,0,1,0.9,0.1,129.7,21.1966926,5.307692308,1.230769231,4.134615385
15709,Paramelomys platyops,Paramelomys_platyops,Paramelomys_platyops_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,80.7,0,0,0,25.35482715,1,0,0,NA,1.94,NA,0,0,0,1,0.489,0.6,104.2,25.83664727,6.731428571,1.485714286,4.777142857
15710,Paramelomys rubex,Paramelomys_rubex,Paramelomys_rubex_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,102.61,0,0,0,18.89265727,1,0,0,NA,2,NA,0,0,0,1,0.7,0.45,46.6,22.48139561,9.042105263,2.094736842,6.894736842
15711,Paramelomys steini,Paramelomys_steini,Paramelomys_steini_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,100.39,0,0,0,18.38080835,1,0,0,NA,NA,NA,0,0,0,1,1,0.1,69.4,15.10694011,6.5,1.5,4
15712,Parotomys brantsii,Parotomys_brantsii,Parotomys_brantsii_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,69.57,0,0,0,18.05485141,0,1,0,1,2.04,0,0,1,0,1,0.3,0.65,129.5,69.59861221,16.14285714,4.105263158,17.18796992
15713,Parotomys littledalei,Parotomys_littledalei,Parotomys_littledalei_MURIDAE_RODENTIA,Myomorpha,0,0,1,1,0,0,0,65.99,0,0,0,18.31225076,0,1,0,1,2.91,0,0,1,0,1,0.267,0.666666667,127,79.67510578,13.72972973,3.331081081,14.02027027
15714,Paruromys dominator,Paruromys_dominator,Paruromys_dominator_MURIDAE_RODENTIA,Myomorpha,0,1,0,1,0,1,0,118.16,0,0,0,24.2204561,1,0,0,NA,3.5,0,1,0,0,1,0.95,0.1,342,34.03900321,5.161764706,0.867647059,4.102941176
15716,Paulamys naso,Paulamys_naso,Paulamys_naso_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,71.34,0,0,0,19.94572542,1,0,0,NA,NA,NA,0,0,0,1,1,0.1,123,78.57400825,0.25,0,0
15717,Pelomys campanae,Pelomys_campanae,Pelomys_campanae_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,1,1,1,97.93,0,0,0,23.86325016,1,1,1,NA,NA,NA,NA,NA,NA,NA,0.325,0.75,79.9,73.0558229,45.29605263,5.282894737,16.84868421
15718,Pelomys fallax,Pelomys_fallax,Pelomys_fallax_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,91.33,0,0,0,21.89653468,1,1,1,2,4,0,0,0,0,1,0.25,0.7,130,91.5241646,40.23034735,7.919561243,31.13711152
15719,Pelomys hopkinsi,Pelomys_hopkinsi,Pelomys_hopkinsi_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,123.87,0,0,0,18.746618,1,1,1,NA,NA,NA,0,0,1,1,0.2,0.2,60.1,47.00633878,50.04,8.88,31.76
15720,Pelomys isseli,Pelomys_isseli,Pelomys_isseli_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,108.19,0,0,0,22.01604854,1,1,1,NA,NA,NA,NA,NA,NA,NA,0.3,0.56,60,49.59651188,28.1,4.6,25.7
15721,Pelomys minor,Pelomys_minor,Pelomys_minor_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,88.17,0,0,0,22.20657807,1,1,1,NA,2.5,NA,NA,NA,NA,NA,0.3,0.6,50,72.79100621,47.59036145,7,23.40963855
15722,Phloeomys cumingi,Phloeomys_cumingi,Phloeomys_cumingi_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,70.42,0,0,0,26.43561631,1,0,0,2,1,0,1,0,0,1,0.65,0.45,1946.3,59.6018718,7.818181818,0.545454545,4.090909091
15723,Phloeomys pallidus,Phloeomys_pallidus,Phloeomys_pallidus_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,82.19,0,0,0,23.44176534,1,0,0,1,1,0,1,0,0,0,0.617,0.4,2250,73.0803131,11.80769231,0.846153846,6.192307692
15724,Pithecheir melanurus,Pithecheir_melanurus,Pithecheir_melanurus_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,120.3,1,0,0,23.75352565,1,0,0,NA,1,0,1,0,0,0,0.9,0.1,108,41.60816617,53.75,5.75,12.75
15725,Pithecheir parvus,Pithecheir_parvus,Pithecheir_parvus_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,123.18,1,0,0,25.75461968,1,0,0,NA,2,NA,1,0,0,0,0.9,0.1,106,35.47441435,42.96969697,4.333333333,7.818181818
15726,Pithecheirops otion,Pithecheirops_otion,Pithecheirops_otion_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,103.54,1,0,0,25.37938312,1,0,0,NA,NA,NA,1,0,0,0,0.7,0.333333333,107.2,16.33254429,92,7,16
15728,Pogonomelomys bruijni,Pogonomelomys_bruijnii,Pogonomelomys_bruijnii_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,105.56,1,0,0,25.319,1,0,0,NA,NA,NA,1,0,0,0,0.9,0.1,178.8,24.67955017,4.8,1,2.7
15729,Pogonomelomys mayeri,Pogonomelomys_mayeri,Pogonomelomys_mayeri_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,125.45,1,0,0,20.97102212,1,0,0,NA,2.15,0,1,0,0,0,0.95,0.1,109.7,21.3198837,9.5,2.275862069,7.948275862
15730,Pogonomys championi,Pogonomys_championi,Pogonomys_championi_MURIDAE_RODENTIA,Myomorpha,1,0,0,0,0,1,0,128.63,1,0,0,20.71962677,1,0,0,2,2.15,NA,1,1,0,0,0.7,0.45,50.5,11.24219254,7,1.5,7.5
15731,Pogonomys fergussoniensis,Pogonomys_fergussoniensis,Pogonomys_fergussoniensis_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,136,1,0,0,24.37981451,1,0,0,NA,NA,NA,1,0,0,0,0.9,0.1,128.5,23.2063918,4.875,1.5,2.625
15732,Pogonomys loriae,Pogonomys_loriae,Pogonomys_loriae_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,150.69,1,0,0,19.89227097,1,0,0,NA,2.68,0,1,1,0,0,0.95,0.1,95.1,23.5533885,9.329113924,2.227848101,7.215189873
15733,Pogonomys macrourus,Pogonomys_macrourus,Pogonomys_macrourus_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,129.34,1,0,0,21.71101468,1,0,0,1,2.81,0,1,0,0,0,0.95,0.1,54,41.66324974,10.36842105,1.959064327,6.380116959
15735,Pogonomys sylvestris,Pogonomys_sylvestris,Pogonomys_sylvestris_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,124.49,1,0,0,18.0684101,1,0,0,2,2.64,0,1,0,0,1,0.567,0.566666667,43.4,23.66626717,8.433333333,2.216666667,6.783333333
15737,Praomys daltoni,Praomys_daltoni,Praomys_daltoni_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,107.79,0,0,0,27.11116004,1,0,0,NA,5.44,0,1,0,0,1,0.275,0.75,38.5,110.3278234,41.98064516,6.086021505,25.55698925
15738,Praomys degraaffi,Praomys_degraaffi,Praomys_degraaffi_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,123.15,0,0,0,16.16346215,1,0,0,1,3,0,0,0,0,1,1,0.1,45.5,45.43533795,65,10.125,30.875
15739,Praomys delectorum,Praomys_delectorum,Praomys_delectorum_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,120,0,0,0,19.09651963,1,0,0,1,3.88,0,0,0,0,1,1,0.1,36,98.00938459,33.76056338,8.436619718,38.64788732
15741,Praomys hartwigi,Praomys_hartwigi,Praomys_hartwigi_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,130.52,0,0,0,21.33610643,1,0,0,1,3.49,NA,0,0,0,1,1,0.1,57.2,73.49398469,79.5,8.625,22.25
15742,Praomys jacksoni,Praomys_jacksoni,Praomys_jacksoni_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,130.22,0,0,0,23.65150452,1,0,0,1,3.67,0,0,0,0,1,0.589,0.4,42,64.47270854,57.4,6.81,21.86166667
15743,Praomys lukolelae,Praomys_lukolelae,Praomys_lukolelae_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,108.7,0,0,0,24.45758396,1,0,0,1,NA,NA,0,0,0,1,0.9,0.1,41.6,42.49892447,57.46428571,4.660714286,15.89285714
15744,Praomys minor,Praomys_minor,Praomys_minor_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,124.75,0,0,0,23.83485605,1,0,0,1,NA,NA,0,0,0,1,0.625,0.45,42.8,58.94085328,56.61111111,6.555555556,21.05555556
15745,Praomys misonnei,Praomys_misonnei,Praomys_misonnei_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,130.02,0,0,0,23.554776,1,0,0,2,3.75,0,1,0,0,1,0.733,0.24,39.1,33.32770744,65.02702703,5.054054054,16.91891892
15746,Praomys morio,Praomys_morio,Praomys_morio_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,111.74,0,0,0,19.58304553,1,0,0,1,3.28,NA,0,0,0,1,1,0.1,30,65.65261514,13.57142857,2,5.571428571
15747,Praomys mutoni,Praomys_mutoni,Praomys_mutoni_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,114.06,0,0,0,24.8238353,1,0,0,1,2.5,0,0,0,0,1,0.4,0.15,52,30.51821672,63.72222222,4.888888889,16.33333333
15748,Praomys obscurus,Praomys_obscurus,Praomys_obscurus_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,131.84,0,0,0,21.51789516,1,0,0,1,3.5,NA,0,0,0,1,0.667,0.333333333,47.2,81.45276891,71.88888889,8.666666667,25.66666667
15749,Praomys petteri,Praomys_petteri,Praomys_petteri_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,109.5,0,0,0,24.0440891,1,0,0,1,NA,NA,0,0,0,1,0.9,0.1,49.3,63.48682956,66.95588235,5.941176471,13.51470588
15750,Praomys rostratus,Praomys_rostratus,Praomys_rostratus_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,115.23,0,0,0,25.99649343,1,0,0,1,3,NA,1,0,0,1,0.95,0.1,40.9,81.66926517,39.54814815,4.703703704,16.8962963
